	hk_gene	gene_id
2177	PDE12	ENSG00000174840.8
2178	PDE6D	ENSG00000156973.13
2179	PDGFC	ENSG00000145431.10
2180	PDHB	ENSG00000168291.12
2181	PDHX	ENSG00000110435.11
2182	PDK2	ENSG00000005882.11
2183	PDLIM5	ENSG00000163110.14
2184	PDP2	ENSG00000172840.6
2185	PDS5A	ENSG00000121892.14
2186	PDZD11	ENSG00000120509.10
2187	PDZD8	ENSG00000165650.11
2188	PEBP1	ENSG00000089220.4
2189	PEF1	ENSG00000162517.12
2190	PELO	ENSG00000152684.10
2191	PELP1	ENSG00000141456.14
2192	PEPD	ENSG00000124299.13
2193	PES1	ENSG00000100029.17
2194	PET100	ENSG00000229833.9
2195	PET117	ENSG00000232838.3
2196	PEX1	ENSG00000127980.15
2197	PEX11A	ENSG00000166821.8
2198	PEX11B	ENSG00000131779.10
2199	PEX12	ENSG00000108733.9
2200	PEX13	ENSG00000162928.8
2201	PEX14	ENSG00000142655.12
2202	PEX16	ENSG00000121680.15
2203	PEX19	ENSG00000162735.18
2204	PEX2	ENSG00000164751.14
2205	PEX26	ENSG00000215193.12
2206	PEX5	ENSG00000139197.10
2207	PEX6	ENSG00000124587.13
2208	PFDN2	ENSG00000143256.4
2209	PFDN4	ENSG00000101132.9
2210	PFDN5	ENSG00000123349.13
2211	PFDN6	ENSG00000206283.10
2212	PFN1	ENSG00000108518.7
2213	PGAM5	ENSG00000247077.6
2214	PGBD3	ENSG00000243251.5
2215	PGK1	ENSG00000102144.13
2216	PGLS	ENSG00000130313.6
2217	PGP	ENSG00000184207.8
2218	PGPEP1	ENSG00000130517.13
2219	PGRMC2	ENSG00000164040.16
2220	PHACTR4	ENSG00000204138.12
2221	PHAX	ENSG00000164902.13
2222	PHB	ENSG00000167085.11
2223	PHB2	ENSG00000215021.8
2224	PHC2	ENSG00000134686.16
2225	PHF10	ENSG00000130024.14
2226	PHF12	ENSG00000109118.13
2227	PHF20L1	ENSG00000129292.20
2228	PHF23	ENSG00000040633.12
2229	PHF5A	ENSG00000100410.7
2230	PHKB	ENSG00000102893.15
2231	PHPT1	ENSG00000054148.17
2232	PHRF1	ENSG00000274780.2
2233	PI4K2A	ENSG00000155252.13
2234	PI4KA	ENSG00000241973.10
2235	PI4KB	ENSG00000143393.16
2236	PIAS1	ENSG00000033800.13
2237	PICALM	ENSG00000073921.17
2238	PICK1	ENSG00000100151.15
2239	PIGC	ENSG00000135845.9
2240	PIGF	ENSG00000151665.12
2241	PIGG	ENSG00000174227.15
2242	PIGH	ENSG00000100564.8
2243	PIGK	ENSG00000142892.14
2244	PIGP	ENSG00000185808.13
2245	PIGS	ENSG00000087111.20
2246	PIGT	ENSG00000124155.16
2247	PIGU	ENSG00000101464.10
2248	PIGW	ENSG00000275600.2
2249	PIGX	ENSG00000163964.13
2250	PIGY	ENSG00000255072.1
2251	PIH1D1	ENSG00000104872.10
2252	PIK3C3	ENSG00000078142.11
2253	PIK3CB	ENSG00000051382.8
2254	PIK3R1	ENSG00000145675.14
2255	PIK3R4	ENSG00000196455.7
2256	PIN1	ENSG00000127445.13
2257	PINK1	ENSG00000158828.5
2258	PINX1	ENSG00000254093.8
2259	PIP5K1A	ENSG00000143398.19
2260	PITHD1	ENSG00000057757.9
2261	PITPNA	ENSG00000174238.14
2262	PITPNB	ENSG00000180957.17
2263	PITRM1	ENSG00000107959.15
2264	PLA2G12A	ENSG00000123739.10
2265	PLAA	ENSG00000137055.14
2266	PLBD2	ENSG00000151176.7
2267	PLD3	ENSG00000105223.18
2268	PLEKHA1	ENSG00000107679.14
2269	PLEKHJ1	ENSG00000104886.9
2270	PLEKHM1	ENSG00000276358.2
2271	PLGRKT	ENSG00000107020.9
2272	PLIN3	ENSG00000105355.8
2273	PLOD1	ENSG00000083444.16
2274	PLOD3	ENSG00000106397.11
2275	PLRG1	ENSG00000171566.11
2276	PMF1	ENSG00000160783.19
2277	PMF1-BGLAP	ENSG00000260238.5
2278	PMPCA	ENSG00000165688.11
2279	PMPCB	ENSG00000105819.13
2280	PMS1	ENSG00000064933.16
2281	PMVK	ENSG00000163344.5
2282	PNISR	ENSG00000132424.14
2283	PNKD	ENSG00000127838.13
2284	PNKP	ENSG00000039650.9
2285	PNN	ENSG00000100941.8
2286	PNO1	ENSG00000115946.7
2287	PNPLA6	ENSG00000032444.15
2288	PNPLA8	ENSG00000135241.16
2289	PNPO	ENSG00000108439.9
2290	PNPT1	ENSG00000138035.14
2291	PNRC2	ENSG00000189266.11
2292	POFUT1	ENSG00000101346.11
2293	POLD2	ENSG00000106628.10
2294	POLDIP2	ENSG00000004142.11
2295	POLDIP3	ENSG00000100227.17
2296	POLE3	ENSG00000148229.12
2297	POLE4	ENSG00000115350.11
2298	POLG	ENSG00000140521.11
2299	POLH	ENSG00000170734.11
2300	POLK	ENSG00000122008.15
2301	POLL	ENSG00000166169.16
2302	POLM	ENSG00000122678.14
2303	POLR1C	ENSG00000171453.17
2304	POLR1D	ENSG00000186184.15
2305	POLR1E	ENSG00000137054.15
2306	POLR2A	ENSG00000181222.14
2307	POLR2B	ENSG00000047315.14
2308	POLR2C	ENSG00000102978.12
2309	POLR2D	ENSG00000144231.10
2310	POLR2E	ENSG00000099817.11
2311	POLR2F	ENSG00000100142.14
2312	POLR2G	ENSG00000168002.11
2313	POLR2H	ENSG00000163882.9
2314	POLR2I	ENSG00000105258.8
2315	POLR2J	ENSG00000005075.15
2316	POLR2K	ENSG00000147669.10
2317	POLR2L	ENSG00000177700.5
2318	POLR3C	ENSG00000186141.8
2319	POLR3E	ENSG00000058600.15
2320	POLR3GL	ENSG00000121851.12
2321	POLR3K	ENSG00000161980.5
2322	POM121	ENSG00000196313.11
2323	POM121C	ENSG00000272391.5
2324	POMGNT1	ENSG00000085998.13
2325	POMP	ENSG00000132963.7
2326	POMT1	ENSG00000130714.15
2327	POP4	ENSG00000105171.9
2328	POP5	ENSG00000167272.10
2329	POP7	ENSG00000172336.4
2330	PPA1	ENSG00000180817.11
2331	PPA2	ENSG00000138777.19
2332	PPAN	ENSG00000130810.19
2333	PPAN-P2RY11	ENSG00000243207.6
2334	PPARA	ENSG00000186951.16
2335	PPARD	ENSG00000112033.13
2336	PPCS	ENSG00000127125.8
2337	PPFIA1	ENSG00000131626.15
2338	PPHLN1	ENSG00000134283.17
2339	PPID	ENSG00000171497.4
2340	PPIE	ENSG00000084072.16
2341	PPIF	ENSG00000108179.13
2342	PPIG	ENSG00000138398.15
2343	PPIH	ENSG00000171960.10
2344	PPIL4	ENSG00000131013.3
2345	PPM1A	ENSG00000100614.17
2346	PPM1B	ENSG00000138032.20
2347	PPP1CA	ENSG00000172531.14
2348	PPP1CC	ENSG00000186298.11
2349	PPP1R10	ENSG00000238104.7
2350	PPP1R11	ENSG00000237829.6
2351	PPP1R15B	ENSG00000158615.8
2352	PPP1R37	ENSG00000104866.10
2353	PPP1R7	ENSG00000115685.14
2354	PPP1R8	ENSG00000117751.17
2355	PPP2CA	ENSG00000113575.9
2356	PPP2CB	ENSG00000104695.12
2357	PPP2R1A	ENSG00000105568.17
2358	PPP2R2A	ENSG00000221914.8
2359	PPP2R2D	ENSG00000175470.18
2360	PPP2R3C	ENSG00000092020.10
2361	PPP2R4	ENSG00000119383.19
2362	PPP2R5A	ENSG00000066027.11
2363	PPP2R5B	ENSG00000068971.13
2364	PPP2R5C	ENSG00000078304.19
2365	PPP2R5D	ENSG00000112640.14
2366	PPP2R5E	ENSG00000154001.13
2367	PPP4C	ENSG00000149923.13
2368	PPP4R1	ENSG00000154845.15
2369	PPP4R2	ENSG00000163605.14
2370	PPP5C	ENSG00000011485.14
2371	PPP6C	ENSG00000119414.11
2372	PPP6R2	ENSG00000100239.15
2373	PPP6R3	ENSG00000110075.14
2374	PPWD1	ENSG00000113593.11
2375	PQBP1	ENSG00000102103.15
2376	PQLC1	ENSG00000122490.18
2377	PQLC2	ENSG00000040487.12
2378	PRADC1	ENSG00000135617.3
2379	PRCC	ENSG00000143294.14
2380	PRDM4	ENSG00000110851.11
2381	PRDX1	ENSG00000117450.13
2382	PRDX2	ENSG00000167815.11
2383	PRDX3	ENSG00000165672.6
2384	PRDX5	ENSG00000126432.13
2385	PRDX6	ENSG00000117592.8
2386	PREB	ENSG00000138073.13
2387	PREP	ENSG00000085377.13
2388	PRKAA1	ENSG00000132356.11
2389	PRKAB1	ENSG00000111725.10
2390	PRKACA	ENSG00000072062.13
2391	PRKAG1	ENSG00000181929.11
2392	PRKAR1A	ENSG00000108946.14
2393	PRKRIP1	ENSG00000128563.13
2394	PRMT1	ENSG00000126457.20
2395	PRMT5	ENSG00000100462.15
2396	PRMT7	ENSG00000132600.16
2397	PROSC	ENSG00000147471.11
2398	PRPF18	ENSG00000165630.13
2399	PRPF19	ENSG00000110107.8
2400	PRPF3	ENSG00000117360.12
2401	PRPF31	ENSG00000275885.4
2402	PRPF4	ENSG00000136875.12
2403	PRPF40A	ENSG00000196504.15
2404	PRPF4B	ENSG00000112739.16
2405	PRPF6	ENSG00000101161.7
2406	PRPF8	ENSG00000274442.2
2407	PRPS1	ENSG00000147224.10
2408	PRPSAP1	ENSG00000161542.16
2409	PRR14	ENSG00000156858.11
2410	PRRC1	ENSG00000164244.20
2411	PRRC2A	ENSG00000231825.9
2412	PRRC2B	ENSG00000130723.17
2413	PRUNE	ENSG00000143363.15
2414	PSEN1	ENSG00000080815.18
2415	PSEN2	ENSG00000143801.16
2416	PSENEN	ENSG00000205155.7
2417	PSKH1	ENSG00000159792.9
2418	PSMA1	ENSG00000129084.17
2419	PSMA2	ENSG00000106588.10
2420	PSMA3	ENSG00000100567.12
2421	PSMA4	ENSG00000041357.15
2422	PSMA5	ENSG00000143106.12
2423	PSMA6	ENSG00000100902.10
2424	PSMA7	ENSG00000101182.14
2425	PSMB1	ENSG00000281184.1
2426	PSMB2	ENSG00000126067.11
2427	PSMB3	ENSG00000275903.2
2428	PSMB4	ENSG00000159377.10
2429	PSMB5	ENSG00000100804.18
2430	PSMB6	ENSG00000142507.9
2431	PSMB7	ENSG00000136930.12
2432	PSMC2	ENSG00000161057.10
2433	PSMC3	ENSG00000165916.8
2434	PSMC4	ENSG00000013275.7
2435	PSMC5	ENSG00000087191.12
2436	PSMC6	ENSG00000100519.11
2437	PSMD1	ENSG00000173692.12
2438	PSMD10	ENSG00000101843.18
2439	PSMD11	ENSG00000108671.9
2440	PSMD12	ENSG00000197170.9
2441	PSMD13	ENSG00000185627.17
2442	PSMD14	ENSG00000115233.11
2443	PSMD2	ENSG00000175166.16
2444	PSMD3	ENSG00000108344.14
2445	PSMD4	ENSG00000159352.15
2446	PSMD5	ENSG00000095261.13
2447	PSMD6	ENSG00000163636.10
2448	PSMD7	ENSG00000103035.10
2449	PSMD8	ENSG00000099341.11
2450	PSMD9	ENSG00000110801.13
2451	PSME1	ENSG00000092010.14
2452	PSME3	ENSG00000131467.10
2453	PSMF1	ENSG00000125818.17
2454	PSMG2	ENSG00000128789.20
2455	PSMG3	ENSG00000157778.8
2456	PSMG4	ENSG00000180822.11
2457	PSPC1	ENSG00000121390.17
2458	PTCD1	ENSG00000106246.17
2459	PTCD3	ENSG00000132300.18
2460	PTDSS1	ENSG00000156471.12
2461	PTEN	ENSG00000171862.9
2462	PTGES2	ENSG00000148334.14
2463	PTGES3	ENSG00000110958.15
2464	PTOV1	ENSG00000104960.15
2465	PTP4A2	ENSG00000184007.17
2466	PTPMT1	ENSG00000110536.13
2467	PTPN1	ENSG00000196396.9
2468	PTPN11	ENSG00000179295.15
2469	PTPN23	ENSG00000076201.14
2470	PTRH1	ENSG00000187024.13
2471	PTRH2	ENSG00000141378.14
2472	PTRHD1	ENSG00000184924.5
2473	PUF60	ENSG00000179950.13
2474	PUM1	ENSG00000134644.15
2475	PUM2	ENSG00000055917.15
2476	PURA	ENSG00000185129.5
2477	PURB	ENSG00000146676.6
2478	PUS3	ENSG00000110060.8
2479	PUS7	ENSG00000091127.13
2480	PUSL1	ENSG00000169972.11
2481	PWP1	ENSG00000136045.11
2482	PWP2	ENSG00000241945.7
2483	PWWP2A	ENSG00000170234.12
2484	PXMP4	ENSG00000101417.11
2485	PYCR2	ENSG00000143811.16
2486	PYGO2	ENSG00000163348.3
2487	PYURF	ENSG00000145337.4
2488	QARS	ENSG00000172053.14
2489	QRICH1	ENSG00000198218.10
2490	QRSL1	ENSG00000130348.11
2491	QSOX1	ENSG00000116260.16
2492	QTRT1	ENSG00000213339.8
2493	R3HCC1	ENSG00000104679.10
2494	R3HDM2	ENSG00000179912.19
2495	RAB10	ENSG00000084733.10
2496	RAB11A	ENSG00000103769.9
2497	RAB11B	ENSG00000185236.11
2498	RAB14	ENSG00000119396.10
2499	RAB18	ENSG00000099246.16
2500	RAB1A	ENSG00000138069.16
2501	RAB1B	ENSG00000174903.14
2502	RAB21	ENSG00000080371.5
2503	RAB22A	ENSG00000124209.3
2504	RAB2A	ENSG00000104388.14
2505	RAB2B	ENSG00000129472.12
2506	RAB3GAP1	ENSG00000115839.17
2507	RAB3GAP2	ENSG00000118873.15
2508	RAB40C	ENSG00000197562.9
2509	RAB4A	ENSG00000168118.11
2510	RAB5A	ENSG00000144566.10
2511	RAB5B	ENSG00000111540.15
2512	RAB5C	ENSG00000108774.14
2513	RAB6A	ENSG00000175582.19
2514	RAB7A	ENSG00000075785.12
2515	RAB9A	ENSG00000123595.6
2516	RABEP1	ENSG00000029725.16
2517	RABEPK	ENSG00000136933.16
2518	RABGEF1	ENSG00000154710.15
2519	RABGGTA	ENSG00000100949.14
2520	RABGGTB	ENSG00000137955.15
2521	RAD1	ENSG00000113456.18
2522	RAD17	ENSG00000276618.4
2523	RAD23B	ENSG00000119318.12
2524	RAD50	ENSG00000113522.13
2525	RAD51C	ENSG00000108384.14
2526	RAF1	ENSG00000132155.11
2527	RALA	ENSG00000006451.7
2528	RALBP1	ENSG00000017797.11
2529	RALY	ENSG00000125970.11
2530	RAN	ENSG00000132341.11
2531	RANBP1	ENSG00000099901.16
2532	RANBP2	ENSG00000153201.15
2533	RANBP3	ENSG00000031823.14
2534	RANBP6	ENSG00000137040.9
2535	RANGAP1	ENSG00000100401.19
2536	RANGRF	ENSG00000108961.13
2537	RAP1A	ENSG00000116473.14
2538	RAPGEF1	ENSG00000107263.18
2539	RAPGEF2	ENSG00000109756.8
2540	RARS	ENSG00000113643.8
2541	RARS2	ENSG00000146282.17
2542	RB1CC1	ENSG00000023287.12
2543	RBAK	ENSG00000146587.17
2544	RBBP4	ENSG00000162521.18
2545	RBBP7	ENSG00000102054.17
2546	RBCK1	ENSG00000125826.19
2547	RBFA	ENSG00000101546.12
2548	RBM10	ENSG00000182872.15
2549	RBM12	ENSG00000244462.7
2550	RBM12B	ENSG00000183808.11
2551	RBM14	ENSG00000239306.4
2552	RBM14-RBM4	ENSG00000248643.5
2553	RBM15	ENSG00000162775.14
2554	RBM15B	ENSG00000259956.1
2555	RBM17	ENSG00000134453.15
2556	RBM18	ENSG00000119446.13
2557	RBM19	ENSG00000122965.10
2558	RBM23	ENSG00000100461.17
2559	RBM27	ENSG00000091009.7
2560	RBM28	ENSG00000106344.8
2561	RBM33	ENSG00000184863.10
2562	RBM34	ENSG00000188739.14
2563	RBM39	ENSG00000131051.20
2564	RBM4	ENSG00000173933.19
2565	RBM41	ENSG00000089682.16
2566	RBM42	ENSG00000126254.11
2567	RBM5	ENSG00000003756.16
2568	RBM6	ENSG00000004534.14
2569	RBM7	ENSG00000076053.10
2570	RBM8A	ENSG00000265241.6
2571	RBMX	ENSG00000147274.14
2572	RBMXL1	ENSG00000213516.9
2573	RBX1	ENSG00000100387.8
2574	RC3H2	ENSG00000056586.15
2575	RCAN1	ENSG00000159200.17
2576	RCHY1	ENSG00000163743.13
2577	RCN2	ENSG00000117906.13
2578	RDH14	ENSG00000240857.1
2579	RDX	ENSG00000137710.14
2580	REEP3	ENSG00000165476.12
2581	REEP5	ENSG00000129625.12
2582	RELA	ENSG00000173039.18
2583	REPIN1	ENSG00000214022.11
2584	REPS1	ENSG00000135597.18
2585	RER1	ENSG00000157916.18
2586	REST	ENSG00000084093.15
2587	REXO1	ENSG00000079313.11
2588	RFC1	ENSG00000035928.14
2589	RFC2	ENSG00000049541.10
2590	RFC5	ENSG00000111445.13
2591	RFK	ENSG00000135002.11
2592	RFNG	ENSG00000169733.11
2593	RFT1	ENSG00000163933.9
2594	RFWD2	ENSG00000143207.19
2595	RFXANK	ENSG00000064490.13
2596	RGP1	ENSG00000107185.9
2597	RHBDD1	ENSG00000144468.16
2598	RHBDD3	ENSG00000100263.13
2599	RHOA	ENSG00000067560.10
2600	RHOB	ENSG00000143878.9
2601	RHOT1	ENSG00000126858.16
2602	RHOT2	ENSG00000140983.13
2603	RIC8A	ENSG00000177963.12
2604	RIN2	ENSG00000132669.12
2605	RING1	ENSG00000206287.5
2606	RINT1	ENSG00000135249.7
2607	RIOK1	ENSG00000124784.8
2608	RIOK2	ENSG00000058729.10
2609	RIOK3	ENSG00000101782.14
2610	RIPK1	ENSG00000137275.13
2611	RMDN1	ENSG00000176623.11
2612	RMDN3	ENSG00000137824.15
2613	RMI1	ENSG00000178966.15
2614	RMND1	ENSG00000155906.16
2615	RMND5A	ENSG00000153561.12
2616	RMND5B	ENSG00000145916.18
2617	RNASEH1	ENSG00000171865.9
2618	RNASEH2C	ENSG00000172922.8
2619	RNASEK	ENSG00000219200.10
2620	RNF10	ENSG00000022840.15
2621	RNF103	ENSG00000239305.6
2622	RNF11	ENSG00000123091.4
2623	RNF111	ENSG00000157450.15
2624	RNF113A	ENSG00000125352.5
2625	RNF115	ENSG00000265491.4
2626	RNF121	ENSG00000137522.17
2627	RNF126	ENSG00000070423.17
2628	RNF13	ENSG00000082996.19
2629	RNF14	ENSG00000013561.17
2630	RNF141	ENSG00000110315.6
2631	RNF146	ENSG00000118518.15
2632	RNF167	ENSG00000108523.15
2633	RNF181	ENSG00000168894.9
2634	RNF185	ENSG00000138942.15
2635	RNF187	ENSG00000168159.10
2636	RNF216	ENSG00000011275.18
2637	RNF220	ENSG00000187147.17
2638	RNF25	ENSG00000163481.7
2639	RNF26	ENSG00000173456.4
2640	RNF31	ENSG00000092098.16
2641	RNF34	ENSG00000170633.16
2642	RNF4	ENSG00000063978.15
2643	RNF40	ENSG00000103549.21
2644	RNF5	ENSG00000227277.9
2645	RNF6	ENSG00000127870.16
2646	RNF7	ENSG00000114125.13
2647	RNH1	ENSG00000276230.4
2648	RNMTL1	ENSG00000171861.10
2649	RNPEP	ENSG00000176393.10
2650	ROMO1	ENSG00000125995.15
2651	RP9	ENSG00000164610.8
2652	RPA2	ENSG00000117748.9
2653	RPA3	ENSG00000106399.11
2654	RPAIN	ENSG00000129197.14
2655	RPAP3	ENSG00000005175.9
2656	RPF1	ENSG00000117133.10
2657	RPF2	ENSG00000197498.12
2658	RPL10A	ENSG00000198755.10
2659	RPL11	ENSG00000142676.12
2660	RPL14	ENSG00000188846.13
2661	RPL26L1	ENSG00000037241.7
2662	RPL27	ENSG00000131469.12
2663	RPL30	ENSG00000156482.10
2664	RPL31	ENSG00000071082.10
2665	RPL32	ENSG00000144713.12
2666	RPL34	ENSG00000109475.16
2667	RPL35	ENSG00000136942.14
2668	RPL35A	ENSG00000182899.14
2669	RPL36AL	ENSG00000165502.6
2670	RPL4	ENSG00000174444.14
2671	RPL6	ENSG00000089009.15
2672	RPL7L1	ENSG00000146223.14
2673	RPL8	ENSG00000161016.15
2674	RPN1	ENSG00000163902.11
2675	RPN2	ENSG00000118705.16
2676	RPP14	ENSG00000163684.11
2677	RPP25L	ENSG00000164967.9
2678	RPP30	ENSG00000148688.13
2679	RPP38	ENSG00000152464.14
2680	RPRD1B	ENSG00000101413.11
2681	RPS13	ENSG00000110700.6
2682	RPS19BP1	ENSG00000187051.8
2683	RPS23	ENSG00000186468.12
2684	RPS24	ENSG00000138326.18
2685	RPS27L	ENSG00000185088.12
2686	RPS5	ENSG00000083845.8
2687	RPS6	ENSG00000137154.12
2688	RPS6KA3	ENSG00000177189.12
2689	RPS6KB1	ENSG00000108443.13
2690	RPS6KB2	ENSG00000175634.14
2691	RPUSD3	ENSG00000156990.14
2692	RQCD1	ENSG00000144580.13
2693	RRAGA	ENSG00000155876.5
2694	RRM1	ENSG00000167325.14
2695	RRN3	ENSG00000278494.2
2696	RRNAD1	ENSG00000143303.11
2697	RRP1	ENSG00000160214.12
2698	RRP36	ENSG00000124541.6
2699	RRP7A	ENSG00000189306.10
2700	RRP8	ENSG00000132275.10
2701	RRS1	ENSG00000179041.3
2702	RSAD1	ENSG00000136444.9
2703	RSBN1L	ENSG00000187257.14
2704	RSC1A1	ENSG00000215695.1
2705	RSL1D1	ENSG00000171490.12
2706	RSPRY1	ENSG00000159579.13
2707	RSRC1	ENSG00000174891.12
2708	RSRC2	ENSG00000111011.17
2709	RTCA	ENSG00000137996.12
2710	RTFDC1	ENSG00000022277.12
2711	RTN4	ENSG00000115310.17
2712	RUFY1	ENSG00000176783.14
2713	RUVBL1	ENSG00000175792.11
2714	RWDD1	ENSG00000111832.12
2715	RWDD3	ENSG00000122481.16
2716	RXRA	ENSG00000186350.9
2717	RXRB	ENSG00000206289.11
2718	SAE1	ENSG00000142230.11
2719	SAMD1	ENSG00000141858.11
2720	SAMD4B	ENSG00000179134.14
2721	SAMD8	ENSG00000156671.12
2722	SAMM50	ENSG00000100347.14
2723	SAP18	ENSG00000150459.12
2724	SAP30	ENSG00000164105.3
2725	SAP30BP	ENSG00000161526.14
2726	SAP30L	ENSG00000164576.11
2727	SAR1A	ENSG00000079332.14
2728	SARNP	ENSG00000205323.8
2729	SARS	ENSG00000031698.12
2730	SART1	ENSG00000175467.14
2731	SART3	ENSG00000075856.11
2732	SAT2	ENSG00000141504.11
2733	SAV1	ENSG00000151748.14
2734	SBDS	ENSG00000126524.9
2735	SCAF1	ENSG00000126461.14
2736	SCAF11	ENSG00000139218.17
2737	SCAF4	ENSG00000156304.14
2738	SCAF8	ENSG00000213079.9
2739	SCAMP2	ENSG00000140497.16
2740	SCAMP3	ENSG00000263290.5
2741	SCAND1	ENSG00000171222.10
2742	SCAP	ENSG00000114650.18
2743	SCARB2	ENSG00000138760.8
2744	SCFD1	ENSG00000092108.20
2745	SCFD2	ENSG00000184178.15
2746	SCNM1	ENSG00000163156.11
2747	SCO1	ENSG00000133028.10
2748	SCO2	ENSG00000130489.12
2749	SCOC	ENSG00000153130.17
2750	SCP2	ENSG00000116171.16
2751	SCRIB	ENSG00000274287.4
2752	SCRN3	ENSG00000144306.13
2753	SCYL1	ENSG00000142186.16
2754	SCYL2	ENSG00000136021.17
2755	SCYL3	ENSG00000000457.13
2756	SDAD1	ENSG00000198301.11
2757	SDCBP	ENSG00000137575.11
2758	SDCCAG3	ENSG00000165689.16
2759	SDCCAG8	ENSG00000276111.3
2760	SDE2	ENSG00000143751.9
2761	SDF2	ENSG00000132581.9
2762	SDF4	ENSG00000078808.16
2763	SDHA	ENSG00000073578.16
2764	SDHAF2	ENSG00000167985.6
2765	SDHB	ENSG00000117118.9
2766	SDHC	ENSG00000143252.14
2767	SDHD	ENSG00000204370.8
2768	SDR39U1	ENSG00000100445.16
2769	SEC11A	ENSG00000140612.13
2770	SEC13	ENSG00000157020.17
2771	SEC16A	ENSG00000148396.18
2772	SEC22B	ENSG00000265808.3
2773	SEC22C	ENSG00000093183.13
2774	SEC23A	ENSG00000100934.14
2775	SEC23IP	ENSG00000107651.12
2776	SEC24A	ENSG00000113615.12
2777	SEC24B	ENSG00000138802.11
2778	SEC24C	ENSG00000176986.14
2779	SEC31A	ENSG00000138674.16
2780	SEC61A1	ENSG00000058262.9
2781	SEC61B	ENSG00000106803.9
2782	SEC61G	ENSG00000132432.13
2783	SEC62	ENSG00000008952.16
2784	SEC63	ENSG00000025796.13
2785	SECISBP2	ENSG00000187742.14
2786	SEH1L	ENSG00000085415.15
2787	SEL1L	ENSG00000071537.13
2788	SELK	ENSG00000113811.10
2789	SELO	ENSG00000073169.13
2790	SELRC1	
2791	SELT	ENSG00000198843.12
2792	SENP2	ENSG00000163904.12
2793	SENP3	ENSG00000161956.12
2794	SENP5	ENSG00000119231.10
2795	SENP6	ENSG00000112701.17
2796	SEPHS1	ENSG00000086475.14
2797	SERBP1	ENSG00000142864.14
2798	SERF2	ENSG00000140264.19
2799	SERGEF	ENSG00000129158.10
2800	SERINC1	ENSG00000111897.6
2801	SERINC3	ENSG00000132824.13
2802	SERPINB6	ENSG00000124570.17
2803	SERTAD2	ENSG00000179833.4
2804	SET	ENSG00000119335.16
2805	SETD2	ENSG00000181555.19
2806	SETD3	ENSG00000183576.12
2807	SETD5	ENSG00000168137.15
2808	SETD6	ENSG00000103037.11
2809	SETD7	ENSG00000145391.13
2810	SETD8	ENSG00000183955.12
2811	SETDB1	ENSG00000143379.12
2812	SF1	ENSG00000168066.20
2813	SF3A1	ENSG00000099995.18
2814	SF3A3	ENSG00000183431.11
2815	SF3B1	ENSG00000115524.15
2816	SF3B14	
2817	SF3B2	ENSG00000087365.14
2818	SF3B3	ENSG00000189091.12
2819	SF3B4	ENSG00000143368.9
2820	SF3B5	ENSG00000169976.6
2821	SFSWAP	ENSG00000061936.9
2822	SGK196	
2823	SGMS1	ENSG00000198964.13
2824	SGPL1	ENSG00000166224.16
2825	SGSM3	ENSG00000100359.20
2826	SGTA	ENSG00000104969.9
2827	SH3BP5L	ENSG00000175137.10
2828	SH3GLB1	ENSG00000097033.14
2829	SHARPIN	ENSG00000179526.16
2830	SHOC2	ENSG00000108061.11
2831	SIAH1	ENSG00000196470.11
2832	SIAH2	ENSG00000181788.3
2833	SIGMAR1	ENSG00000147955.16
2834	SIKE1	ENSG00000052723.11
2835	SIL1	ENSG00000120725.12
2836	SIRT2	ENSG00000068903.19
2837	SIRT3	ENSG00000142082.14
2838	SIRT5	ENSG00000124523.14
2839	SIRT6	ENSG00000077463.14
2840	SIVA1	ENSG00000184990.12
2841	SKIL	ENSG00000136603.13
2842	SKIV2L	ENSG00000228896.9
2843	SKIV2L2	ENSG00000039123.15
2844	SKP1	ENSG00000113558.18
2845	SLC15A4	ENSG00000139370.10
2846	SLC20A1	ENSG00000144136.10
2847	SLC25A11	ENSG00000108528.13
2848	SLC25A26	ENSG00000144741.17
2849	SLC25A28	ENSG00000155287.10
2850	SLC25A3	ENSG00000075415.12
2851	SLC25A32	ENSG00000164933.11
2852	SLC25A38	ENSG00000144659.10
2853	SLC25A39	ENSG00000013306.15
2854	SLC25A44	ENSG00000160785.13
2855	SLC25A46	ENSG00000164209.16
2856	SLC25A5	ENSG00000005022.5
2857	SLC27A4	ENSG00000167114.12
2858	SLC30A1	ENSG00000170385.9
2859	SLC30A5	ENSG00000145740.18
2860	SLC30A9	ENSG00000014824.13
2861	SLC35A2	ENSG00000102100.14
2862	SLC35A4	ENSG00000176087.14
2863	SLC35B1	ENSG00000121073.13
2864	SLC35B2	ENSG00000157593.16
2865	SLC35C2	ENSG00000080189.14
2866	SLC35E1	ENSG00000127526.13
2867	SLC35E3	ENSG00000175782.9
2868	SLC35F5	ENSG00000115084.12
2869	SLC38A2	ENSG00000134294.13
2870	SLC39A1	ENSG00000143570.17
2871	SLC39A3	ENSG00000141873.10
2872	SLC39A7	ENSG00000206288.12
2873	SLC41A3	ENSG00000114544.15
2874	SLC46A3	ENSG00000139508.14
2875	SLC48A1	ENSG00000211584.13
2876	SLIRP	ENSG00000119705.9
2877	SLMO2	ENSG00000101166.15
2878	SLTM	ENSG00000137776.16
2879	SMAD2	ENSG00000175387.15
2880	SMAD4	ENSG00000141646.13
2881	SMAD5	ENSG00000113658.16
2882	SMAP1	ENSG00000112305.14
